review_id,prof_ID,rating,predicted_topic,review_clauses,similarity
9109,719,4.0,instructional_effectiveness,professor ruhi was one of the best teachers i've ever had.,[0.37 0.19 0.16]
9109,719,4.0,misc,he was always so helpful and nice.,[0.14 0.03 -0.05]
9109,719,4.0,instructional_effectiveness,doctor ruhi really wants his students to learn the material.,[0.42 0.18 0.32]
9110,719,4.5,instructional_effectiveness,a great teacher.,[0.52 0.30 0.24]
9110,719,4.5,instructional_effectiveness,he really does want students to do well.,[0.52 0.43 0.35]
9110,719,4.5,instructional_effectiveness,"he has an accent, but honestly i can understand him better than any math teacher i've ever had.",[0.41 0.21 0.21]
9110,719,4.5,instructional_effectiveness,he's very logical.,[0.28 0.12 0.06]
9110,719,4.5,instructional_effectiveness,listen to his advice and do the homework.,[0.39 0.33 0.37]
9111,719,5.0,instructional_effectiveness,one of the best math teachers i've ever had.,[0.44 0.28 0.20]
9111,719,5.0,instructional_effectiveness,"he runs through the problems in a logical order, and the homework is really similar to the exams.",[0.56 0.44 0.53]
9111,719,5.0,workload,"as long as you do the homework problems, the exams and quizzes will be really easy.",[0.29 0.34 0.62]
9113,719,4.5,misc,he's the best!!!,[0.13 0.06 -0.05]
9113,719,4.5,workload,"he gives 4 quizzes, midterm, final and two individual projects.",[0.53 0.47 0.55]
9113,719,4.5,workload,exams are not that hard as long as you study and do exactly what he tells you to do.,[0.18 0.34 0.48]
9113,719,4.5,instructional_effectiveness,he is an awesome teacher!!!,[0.45 0.27 0.19]
9113,719,4.5,workload,4 quizzes will give you an idea what real exams look like.,[0.34 0.33 0.54]
9113,719,4.5,instructional_effectiveness,take his class.,[0.31 0.25 0.26]
9113,719,4.5,instructional_effectiveness,you will have a great semester wit him!!!,[0.28 0.24 0.27]
9114,719,5.0,instructional_effectiveness,super nice guy who will do everything in his power to help you do well in class.,[0.37 0.26 0.27]
9114,719,5.0,instructional_effectiveness,definitely recommend him if you have the chance to take his class!,[0.36 0.15 0.23]
9125,92,4.0,misc,okay,[0.12 0.03 -0.00]
9125,92,4.0,misc,so you're all being way too hard on her.,[0.04 0.24 0.07]
9125,92,4.0,misc,yeah,[0.03 0.02 0.02]
9125,92,4.0,workload,she assigns a lot of reading but this is college.,[0.52 0.33 0.53]
9125,92,4.0,fairness,"we're supposed to be learning, not getting grades for nothing.",[0.44 0.55 0.44]
9125,92,4.0,instructional_effectiveness,"she has intriguing class discussions, grades fairly, gives helpful feedback, and she really knows her stuff.",[0.48 0.37 0.34]
9126,92,3.0,instructional_effectiveness,i enjoyed this class.,[0.56 0.33 0.41]
9126,92,3.0,instructional_effectiveness,she grades you on your understanding of the material and you will actually learn history.,[0.46 0.40 0.44]
9126,92,3.0,instructional_effectiveness,she cares about the experiences of the people in the past and will help if you ask.,[0.30 0.14 0.17]
9126,92,3.0,misc,there are no tests.,[-0.09 0.14 0.14]
9126,92,3.0,workload,she does assign a lot of readings but you just have to skim them.,[0.36 0.24 0.42]
9126,92,3.0,misc,you just need a basic understanding of american history.,[0.16 0.07 0.19]
9127,92,2.0,instructional_effectiveness,do not take this professor.,[0.29 0.23 0.28]
9127,92,2.0,workload,if you want to pass any of your other classes you should not take her.,[0.21 0.35 0.41]
9127,92,2.0,workload,she is so unclear and assigns so much work.,[0.28 0.21 0.30]
9127,92,2.0,misc,if you ask a dumb question she laughs at you. thinks everyone is stupid.,[0.04 0.07 0.03]
9127,92,2.0,fairness,such a hard grader.,[0.30 0.50 0.33]
9127,92,2.0,misc,tried to give benefit of the doubt but she is horrible.,[0.05 0.16 0.04]
9127,92,2.0,misc,take my word...,[0.02 0.04 -0.00]
9128,92,2.0,instructional_effectiveness,do not take this professor.,[0.29 0.23 0.28]
9128,92,2.0,workload,if you want to pass any of your other classes you should not take her.,[0.21 0.35 0.41]
9128,92,2.0,workload,she is so unclear and assigns so much work.,[0.28 0.21 0.30]
9128,92,2.0,misc,if you ask a dumb question she laughs at you. thinks everyone is stupid.,[0.04 0.07 0.03]
9128,92,2.0,fairness,such a hard grader.,[0.30 0.50 0.33]
9128,92,2.0,misc,tried to give benefit of the doubt but she is horrible.,[0.05 0.16 0.04]
9128,92,2.0,misc,take my word...,[0.02 0.04 -0.00]
9129,92,1.5,fairness,worst teacher ever!!!,[0.37 0.41 0.31]
9129,92,1.5,fairness,grading comments make no sense.,[0.35 0.59 0.32]
9129,92,1.5,workload,classes boring.,[0.39 0.22 0.47]
9129,92,1.5,workload,very hard especially when it comes to grading papers assigned.,[0.44 0.45 0.67]
9130,92,2.0,misc,horrible.,[0.01 0.08 0.04]
9130,92,2.0,workload,"if you can change professors, then do it!",[0.31 0.28 0.34]
9130,92,2.0,misc,she is so boring.,[0.05 0.01 0.01]
9130,92,2.0,workload,she assigns 30 40 pages of reading a night.,[0.33 0.22 0.35]
9130,92,2.0,misc,"she is super snobby, and if you answer something incorrectly she basically laughs in your face.",[0.13 0.13 0.11]
9130,92,2.0,workload,"attendance isn't necessary, but if you want to do good then read all of the assigned readings.",[0.32 0.29 0.50]
9131,92,2.5,fairness,worst class ever.,[0.27 0.32 0.29]
9131,92,2.5,workload,first week you learn you dont need to read the worthless textbooks.,[0.42 0.21 0.45]
9131,92,2.5,fairness,"grades papers like she is a english teacher, has nothing to do with my major.",[0.28 0.37 0.35]
9131,92,2.5,instructional_effectiveness,teaching method is as dry as dirt.,[0.39 0.28 0.30]
9131,92,2.5,workload,"30 pages of dry reading per night, 3 4 papers.",[0.40 0.29 0.53]
9131,92,2.5,workload,"do yourself a favor and get out of that class, worry about design..",[0.35 0.23 0.39]
9132,92,4.0,instructional_effectiveness,professor gives a lot of work.. 20 30 pages to read by next class.,[0.55 0.30 0.54]
9132,92,4.0,workload,you will be given six quiz's during the semester to make sure you are doing the reading assignments.,[0.38 0.29 0.50]
9132,92,4.0,instructional_effectiveness,6 8 page research paper will be required.,[0.30 0.10 0.23]
9132,92,4.0,workload,and for mid final exam you will be ask to complete 3 4 page paper with many restrictions.,[0.45 0.33 0.58]
9132,92,4.0,workload,take only one class for the semester and get an a,[0.35 0.43 0.55]
9133,92,1.0,workload,way way way too much work.,[0.13 0.14 0.29]
9133,92,1.0,workload,"completely unneccessary amount of work considering it has nothing to do with anyone's major, and distracts you from the classes and assignments that matter.",[0.32 0.24 0.58]
9133,92,1.0,misc,absolutely terrible,[0.08 0.19 0.11]
9134,92,3.5,instructional_effectiveness,she is a very nice lady in general and she will help you out but this is the most boring class ever and its a lot of reading due in every class.,[0.43 0.23 0.36]
9135,92,4.5,workload,"hard work, a little hard to get used to her teaching stlye at first, once you get it though, it gets easier.",[0.36 0.25 0.46]
9135,92,4.5,workload,not an easy class!,[0.48 0.33 0.59]
9136,92,1.5,misc,kimmelman is out of her damn mind.,[0.07 0.05 0.04]
9136,92,1.5,misc,if you don't say exactly what she wants to hear your wrong.,[0.16 0.10 0.05]
9136,92,1.5,fairness,"impossible to get an a. she's rude, and whoever reccomends her is out of their mind as well.",[0.31 0.41 0.38]
9136,92,1.5,instructional_effectiveness,acts as if its the most important class when it is not.,[0.35 0.33 0.29]
9136,92,1.5,misc,do not take her.,[-0.03 0.08 0.02]
9137,92,2.5,instructional_effectiveness,"seems like a nice, laid back professor.",[0.36 0.20 0.20]
9137,92,2.5,fairness,then you get your first paper back and realize that the same writing abilities that have gotten you by with a's since middle school get you a d in her class.,[0.29 0.36 0.33]
9137,92,2.5,workload,she's very disorganized and her class is pretty much pointless to go to.,[0.34 0.33 0.43]
9137,92,2.5,instructional_effectiveness,contemp sucks enough without having the the paper nazi as a professor.,[0.30 0.17 0.29]
9138,92,4.0,misc,"thumbs down on the group project, but she wants to help.",[0.23 0.23 0.22]
9138,92,4.0,instructional_effectiveness,"her lectures are a bit all over the place, but we always had great class discussions.",[0.51 0.21 0.29]
9138,92,4.0,misc,i,[0.08 -0.03 0.01]
9138,92,4.0,misc,"d reccommend her, just know you have to get used to her style",[0.15 0.17 0.13]
9139,92,1.0,workload,this class was such a waste of time.,[0.37 0.28 0.45]
9139,92,1.0,misc,i rarely ever went to it.,[-0.02 -0.02 0.05]
9139,92,1.0,instructional_effectiveness,she rambled on in class about god knows what and her papers were impossible to write cause they never made any sense.,[0.33 0.20 0.31]
9139,92,1.0,workload,she grades terrible and the class is so boring.,[0.23 0.33 0.35]
9139,92,1.0,misc,i really really don't recommend taking her.,[-0.04 0.03 0.06]
9140,92,4.5,instructional_effectiveness,shes very helpful and commited to the subject.,[0.54 0.25 0.32]
9140,92,4.5,instructional_effectiveness,very knowledgeable.,[0.33 0.08 0.16]
9140,92,4.5,workload,keep up with the readings and your bound to get a good grade.,[0.40 0.45 0.54]
9140,92,4.5,workload,"simple true or false quizzes to keep your grade up, and 2 3 papers during the course.",[0.53 0.32 0.65]
9140,92,4.5,instructional_effectiveness,"i would recommend this teacher to anyone looking for a fun, interesting history class.",[0.43 0.24 0.26]
9141,92,1.0,fairness,"unrealistic expectations, snobby ivy league grad, rude, overbearing, ignorant,....",[0.22 0.28 0.28]
9141,92,1.0,instructional_effectiveness,i can go on and on r basically she makes up her own criteria for citations and writing papers....,[0.31 0.17 0.21]
9141,92,1.0,workload,i hate this class and professor.,[0.37 0.28 0.46]
9141,92,1.0,misc,"i warned you, never ever take her.",[-0.06 0.03 -0.03]
9141,92,1.0,misc,"contemp sucks to begin with, but kimmelman made it horrible",[0.07 0.05 0.09]
9142,92,3.5,instructional_effectiveness,ok so this was a real interesting and comical class.,[0.48 0.31 0.36]
9142,92,3.5,instructional_effectiveness,she's loud and hyper but her notes are sscrambled and hard to understand.,[0.48 0.32 0.41]
9142,92,3.5,workload,pretty much do the readings and participate in class and you'll pass.,[0.34 0.39 0.62]
9143,92,2.5,misc,"loud, boisterous, overbearing, intimidating, unorganized, and masculine come to mind when thinking of kimmelman.",[0.16 0.15 0.14]
9143,92,2.5,workload,be prepared for a lot of reading and note taking to be up to speed.,[0.46 0.16 0.54]
9143,92,2.5,instructional_effectiveness,if you talk to her on a one on one basis shes great and will be accomodating but otherwise in class she is not too helpful and willing to stop or slow down to explain any concepts.,[0.43 0.31 0.34]
9143,92,2.5,misc,best bet is to have her e mail address on hand if you are confused about anything.,[0.06 -0.01 0.06]
9144,92,1.5,instructional_effectiveness,i remember one of the kids that was working at the orientation recommending kimmelman and this class.,[0.40 0.24 0.34]
9144,92,1.5,misc,glass eyed and bushy tailed i signed up and regretted it for 15 weeks.,[-0.04 0.04 0.09]
9144,92,1.5,instructional_effectiveness,"you couldn't understand her writing, graded harder than any other professor that i had, and couldn't care about what her students thought, becuase she was writing a damn book.",[0.37 0.35 0.36]
9158,778,4.0,misc,nice lady.,[0.06 0.05 0.04]
9158,778,4.0,workload,"quite a bit of reading assignments and quizzes but the quizzes aren't really on the text in the book, but on the short stories that you try to skip over.",[0.38 0.27 0.57]
9158,778,4.0,fairness,she gives a lot of writing assignments and is a tough grader.,[0.35 0.37 0.37]
9158,778,4.0,workload,"you'll do fine if you go to class, read the short stories, and write your papers well before they are due!",[0.24 0.26 0.50]
9159,778,4.0,misc,leah is pretty cool.,[0.08 -0.01 -0.04]
9159,778,4.0,misc,"for starters she's really cute, so that helps.",[0.15 0.03 0.08]
9159,778,4.0,instructional_effectiveness,she is very helpful and smart.,[0.37 0.19 0.19]
9159,778,4.0,instructional_effectiveness,i really enjoyed her class and can recommend her to anyone.,[0.44 0.26 0.23]
9160,778,5.0,misc,21 chili peppers ought to tell you something!,[0.05 -0.02 0.03]
9161,778,5.0,fairness,she was a very fair teacher.,[0.35 0.36 0.16]
9161,778,5.0,workload,don't expect her class to be super easy just because she is pretty.,[0.31 0.30 0.40]
9161,778,5.0,workload,don't expect to do well if you don't read don't retain what you've read.,[0.48 0.26 0.49]
9161,778,5.0,instructional_effectiveness,she is very specific about what will be on the tests papers and is very easy to talk to if you're confused.,[0.42 0.34 0.40]
9161,778,5.0,workload,no reason why you shouldn't do well if you put forth effort.,[0.22 0.37 0.45]
9162,778,5.0,instructional_effectiveness,one of the fairest teachers i've ever had.,[0.39 0.39 0.17]
9162,778,5.0,instructional_effectiveness,always explains what she wants out of you.,[0.26 0.11 0.11]
9162,778,5.0,misc,she has a great personality and she is very beautiful.,[0.10 0.00 -0.02]
9162,778,5.0,instructional_effectiveness,"i reccommend her to anyone, her class is intersting too!",[0.45 0.31 0.30]
9163,778,5.0,instructional_effectiveness,she is a very good teacher.,[0.49 0.31 0.25]
9163,778,5.0,instructional_effectiveness,"unlike some teachers, she teaches you how to write and don't spend a whole class period talking about nothing.",[0.51 0.29 0.33]
9163,778,5.0,misc,she is there to help she even fuss if no one goes to her office to get help.,[0.13 0.01 0.06]
9163,778,5.0,fairness,she doesn't grade hard at all.,[0.17 0.48 0.33]
9163,778,5.0,workload,i got a b in the class.,[0.37 0.42 0.49]
9164,778,3.0,misc,"she had a quirky personality, but in a good way.",[0.13 0.12 0.03]
9164,778,3.0,misc,not what i expected from her appearance or from someone so young.,[0.10 0.08 0.05]
9164,778,3.0,misc,don't let her looks fool you,[-0.07 -0.02 -0.06]
9164,778,3.0,instructional_effectiveness,she's very intelligent.,[0.31 0.15 0.13]
9164,778,3.0,workload,don't expect a good grade for mediocre work either i advise planning your papers ahead of time.,[0.36 0.49 0.60]
9164,778,3.0,instructional_effectiveness,"a bit monotone, but otherwise a good teacher and pretty down to earth person.",[0.40 0.29 0.22]
9165,778,4.5,fairness,she's a very tough grader in regards to grammar.,[0.39 0.45 0.36]
9165,778,4.5,misc,she is enjoyable though.,[0.08 0.09 0.04]
9166,778,4.0,instructional_effectiveness,i was hoping this teacher would be easy on grammar,[0.46 0.34 0.36]
9166,778,4.0,misc,but you dont get off easy!,[0.08 0.21 0.16]
9166,778,4.0,fairness,i found her to be a hard grader even tho she is nice enuff.,[0.27 0.41 0.27]
9167,778,4.0,instructional_effectiveness,she is a very good teacher.,[0.49 0.31 0.25]
9167,778,4.0,workload,"easy, if you do the work.",[0.17 0.14 0.41]
9167,778,4.0,fairness,she isn't harsh on grading and responds to emails quickly.,[0.35 0.38 0.30]
9167,778,4.0,misc,don't take her super early in the morning her voice will put you to sleep.,[0.00 0.02 0.08]
9167,778,4.0,misc,her attempts at being funny are appreciated.,[0.16 0.10 0.05]
9168,778,5.0,misc,i fell in love with her.,[0.05 -0.03 -0.05]
9168,778,5.0,instructional_effectiveness,"she is an extremely helpful teacher, and she's an easy grader, too.",[0.43 0.35 0.28]
9168,778,5.0,workload,"just pay attention in class, and do your work.",[0.44 0.33 0.58]
9168,778,5.0,workload,you'll pass with flying colors no problem.,[0.10 0.32 0.40]
9169,778,4.0,instructional_effectiveness,"she is a great teacher, the material was at times hard",[0.57 0.40 0.41]
9169,778,4.0,instructional_effectiveness,but she was very clear about the works we studied.,[0.32 0.15 0.14]
9169,778,4.0,instructional_effectiveness,she knew a lot about the works and was very helpful.,[0.41 0.12 0.20]
9169,778,4.0,workload,make sure to always read the assignments and start ealry on papers.,[0.50 0.39 0.64]
9169,778,4.0,instructional_effectiveness,very good teacher.,[0.49 0.30 0.28]
9170,778,3.5,instructional_effectiveness,very pretty.. hard to concentrate.. good teacher,[0.45 0.31 0.39]
9171,778,4.5,instructional_effectiveness,i have her now for british lit the material isnt always intresting but it is still a fun class,[0.44 0.27 0.39]
9171,778,4.5,misc,and i am doing okay in there.,[0.13 0.04 0.12]
9171,778,4.5,workload,but u do have 2 study!,[0.27 0.20 0.48]
9171,778,4.5,misc,profanity,[0.05 0.04 0.01]
9172,778,4.5,workload,she is kind of hard but you can make a b if you do all the assignments.,[0.30 0.47 0.51]
9172,778,4.5,workload,when writting a paper start on it early and you will do good in her class.,[0.36 0.31 0.37]
9173,778,5.0,instructional_effectiveness,"i took her in summer bridge also, but she is a great teacher.",[0.35 0.28 0.31]
9173,778,5.0,workload,just keep up with your syllabus and ask questions if you are unsure.,[0.32 0.19 0.42]
9173,778,5.0,misc,i did it,[0.03 -0.00 0.05]
9173,778,5.0,fairness,and i got an a!,[0.27 0.34 0.33]
9174,778,4.0,instructional_effectiveness,she was a good and funny teacher.,[0.38 0.25 0.18]
9174,778,4.0,instructional_effectiveness,i took her for a summer bridge program this past summer and the class was good.,[0.34 0.27 0.26]
9174,778,4.0,fairness,she grades firm on your papers though,[0.24 0.42 0.33]
9174,778,4.0,misc,but i guess it is for your own good.,[0.05 0.01 0.00]
9174,778,4.0,fairness,"but overall, the class was okay.",[0.44 0.44 0.38]
9175,778,5.0,instructional_effectiveness,she was a great professor but to bad she does not teach anymore.,[0.34 0.14 0.17]
9175,778,5.0,misc,she is very hot and smart.,[0.20 0.08 0.10]
9175,778,5.0,instructional_effectiveness,she always has something intresting to say.,[0.26 -0.02 0.02]
9175,778,5.0,instructional_effectiveness,great teacher.,[0.46 0.26 0.26]
9176,778,5.0,misc,she was funny and easy going.,[0.16 0.08 0.07]
9176,778,5.0,misc,she was always very prompt about answering emails.,[0.11 -0.01 0.01]
9176,778,5.0,workload,just make sure you read your syllabus and do your assignments.,[0.30 0.28 0.50]
9176,778,5.0,fairness,"she won't give you an a, but it's not that hard to earn one.",[0.25 0.46 0.46]
9177,778,3.5,fairness,"she is a pretty good teacher and is very fair, although that may hurt some people.",[0.34 0.38 0.17]
9177,778,3.5,workload,"if you don't do the work, you're not going to do well.",[0.39 0.35 0.61]
9177,778,3.5,workload,show up for class and read the material and you'll do fine.,[0.28 0.29 0.59]
9177,778,3.5,workload,essays are kinda difficult.,[0.46 0.35 0.46]
9178,88,1.5,misc,had him 4yrs ago,[-0.04 -0.01 -0.04]
9178,88,1.5,misc,and i still remember how awful he was.,[0.04 0.09 -0.00]
9178,88,1.5,instructional_effectiveness,number 1 worst professor ive had during my career at central.,[0.30 0.30 0.26]
9178,88,1.5,workload,"most unfriendly teacher youll ever meet, not helpful, tests are atrocious.",[0.46 0.51 0.53]
9178,88,1.5,misc,the brutality of his teaching methods cannot even be measured.,[0.22 0.25 0.24]
9178,88,1.5,instructional_effectiveness,"only professor that held class past 5pm the day before thanksgiving, and assigned work to make sure we didn't skip.",[0.34 0.29 0.34]
9179,88,3.0,workload,never having take br class before i didnt know what to expect.,[0.37 0.18 0.44]
9179,88,3.0,instructional_effectiveness,he seemed to know what he was talking about but never assigned reading from the text.,[0.29 0.10 0.17]
9179,88,3.0,instructional_effectiveness,dont take a film class about a director that you dont really like.,[0.32 0.21 0.32]
9180,88,4.0,misc,he was sorta monotone and boring.,[0.13 0.11 0.07]
9180,88,4.0,workload,"pretty easy class though, only 4 real grades, 3 exams and a paper.",[0.46 0.46 0.72]
9180,88,4.0,instructional_effectiveness,watch movies in class then listen to him lecture,[0.42 0.15 0.27]
9181,88,3.5,instructional_effectiveness,very boring teacher,[0.49 0.36 0.44]
9181,88,3.5,misc,and he isn't very friendly.,[0.05 0.04 0.02]
9181,88,3.5,fairness,was kind of a jerk to me when i had to miss two classes,[0.26 0.35 0.31]
9181,88,3.5,misc,and i had doctors notes for an excuse.,[0.05 0.07 0.17]
9182,88,1.5,instructional_effectiveness,mr smith is an extremely boring professor and his tests are impossible!,[0.35 0.30 0.35]
9182,88,1.5,workload,the test are on nothing that we learn in class and there is no way that anyway can do well in this class.,[0.30 0.36 0.54]
9182,88,1.5,workload,i highly recommend that you don't take this class unless you need it for your major.,[0.39 0.22 0.49]
9183,88,4.5,instructional_effectiveness,mr smith is clearly passionate about the subject he teaches.,[0.45 0.17 0.17]
9183,88,4.5,instructional_effectiveness,he wants everyone to do well in his class and offers advice listen to it!,[0.46 0.27 0.26]
9183,88,4.5,misc,sometimes his sense of humor comes out and it's really funny.,[0.12 0.02 -0.02]
9186,88,2.0,misc,"zzzzz, huh...",[0.12 0.00 0.05]
9186,88,2.0,misc,what?,[0.12 0.03 0.08]
9186,88,2.0,misc,what?,[0.12 0.03 0.08]
9186,88,2.0,workload,"oh, this is a 1 credit hour class, and a 2 hour nap.",[0.40 0.30 0.52]
9186,88,2.0,workload,"this class is absolutly pointless, but it's required for majors and minors.",[0.39 0.31 0.47]
9186,88,2.0,misc,"if you like mr feeny, it may not be so bad.",[0.05 0.08 0.15]
9187,88,1.5,workload,"im withdrawaling from his class, im so over it.",[0.19 0.23 0.26]
9187,88,1.5,misc,i tried its just not me.,[0.10 0.04 0.13]
9187,88,1.5,misc,if yer in to it and can stay awake for 2hrs in the morning watchin the great train robbery then try it out but im outa here!!,[0.05 -0.01 0.12]
9188,88,4.5,instructional_effectiveness,he's a good guy and knows what he's talking about.,[0.28 0.09 -0.00]
9188,88,4.5,misc,"so, you find him boring?",[0.19 0.08 0.06]
9188,88,4.5,misc,listen to what he's saying!,[0.12 0.05 0.01]
9188,88,4.5,instructional_effectiveness,"he's not hard if you pay attention, and he's very open if you go and ask him for help.",[0.35 0.21 0.29]
9188,88,4.5,instructional_effectiveness,he's caring unlike other profs in the dept that i won't mention...,[0.32 0.26 0.21]
9188,88,4.5,misc,plus i think he's hot...,[0.01 -0.05 -0.10]
9188,88,4.5,misc,and i'm not even kidding....,[0.03 0.04 0.03]
9189,88,1.5,misc,our nickname for br was the corpse because he was about 98 percent dead.,[0.05 0.07 0.03]
9189,88,1.5,misc,i think if he smiled his face would crack.,[-0.09 -0.01 -0.10]
9189,88,1.5,workload,"the tests were the most awful, obsurd things i've ever laid eyes on.",[0.12 0.30 0.38]
9189,88,1.5,misc,"oh, and i'll pay someone five bucks to ask him what br stands for.",[0.12 -0.01 0.03]
9190,88,1.0,misc,terrible.,[0.02 0.13 0.04]
9190,88,1.0,workload,dont take even if there is no other class available.,[0.22 0.27 0.48]
9190,88,1.0,fairness,i dont know anyone who got better than a c!,[0.20 0.49 0.36]
9190,88,1.0,misc,seriously people..,[0.10 0.04 0.06]
9190,88,1.0,workload,no one wants work that hard in a cinema class!,[0.33 0.30 0.48]
9190,88,1.0,misc,take doctor j,[0.08 0.08 0.13]
9191,88,1.5,workload,very tough class.... not sure what you need to study but the book was unclear and hard to read s really did not need to be this tough.,[0.48 0.32 0.60]
9191,88,1.5,instructional_effectiveness,he believes that you are in college and should know how to pick out what matters from the material and what doesn't.,[0.43 0.29 0.31]
9192,88,1.0,instructional_effectiveness,he makes 80 question tests out of material for about 35 questions.,[0.45 0.30 0.44]
9192,88,1.0,fairness,"everything bad said about him is true, and if he choked during class i dont think anyone would help him",[0.24 0.28 0.22]
9193,88,4.0,misc,what you should know good guy,[0.17 0.01 0.15]
9193,88,4.0,misc,the stress of the job has gotten to him you must remember he is at that phd level,[0.14 0.12 0.22]
9193,88,4.0,workload,which he expects you be there with him the tests are out of reach,[0.18 0.28 0.34]
9193,88,4.0,instructional_effectiveness,his microthemes are extremely worded in a way you cannot attempt to answer,[0.27 0.05 0.13]
9193,88,4.0,misc,unless you have the time,[0.08 0.01 0.21]
9193,88,4.0,misc,pass,[0.08 0.19 0.12]
9194,88,2.0,fairness,br smith thinks that a 67 percent average in his class is a good thing.,[0.33 0.39 0.25]
9194,88,2.0,workload,"i dropped this class, i had no idea my grade in in till about a week before drops, he doesnt post stuff up on blackboard, his tests are hard as hell.",[0.34 0.48 0.51]
9194,88,2.0,fairness,his in class assignments averaged 5 out of 10.,[0.35 0.54 0.41]
9194,88,2.0,instructional_effectiveness,do not take this professor.,[0.29 0.23 0.28]
9195,88,1.0,workload,horrible class,[0.41 0.38 0.46]
9195,88,1.0,misc,person..... enough said.... wait one more thing.... wiffed out,[0.13 0.09 0.02]
9196,88,1.0,workload,dont take this class... trust me!,[0.39 0.26 0.47]
9196,88,1.0,misc,it's stressful emoji,[0.09 0.01 0.10]
9197,88,1.5,workload,"he's not that bad, but his exams are nothing like what you study for at all.",[0.20 0.37 0.39]
9197,88,1.5,instructional_effectiveness,he gives you a study guide with things that are not on the exam at all.,[0.49 0.30 0.47]
9197,88,1.5,workload,and the stuff he wants you to remember sigh i do not recommend this class.,[0.49 0.29 0.51]
9197,88,1.5,workload,it's a big stressor and you're most likely to just scrape by.,[0.10 0.17 0.48]
9198,387,1.0,instructional_effectiveness,good as person but not as teacher.,[0.52 0.37 0.32]
9198,387,1.0,workload,very very hard.,[0.18 0.16 0.39]
9198,387,1.0,instructional_effectiveness,"if you are looking for an a, you will never get it in this class.",[0.39 0.37 0.38]
9198,387,1.0,misc,don't do it.,[-0.07 0.04 0.06]
9198,387,1.0,fairness,in the essay i got 65 after that he gave us revision essay,[0.29 0.38 0.32]
9198,387,1.0,fairness,"so i improved my essay as per his suggestions and he gave me 69, are you kidding me???",[0.26 0.39 0.23]
9198,387,1.0,instructional_effectiveness,you have to be book author to receive an a in the essay.,[0.32 0.23 0.31]
9198,387,1.0,misc,hell,[-0.01 0.03 0.05]
9198,387,1.0,misc,no,[-0.04 0.01 -0.05]
9199,387,1.5,misc,i didn't have a very good experience with him.,[0.14 0.13 0.08]
9199,387,1.5,misc,i took him online,[0.07 0.11 0.09]
9199,387,1.5,misc,and he was not very helpful at all.,[0.13 0.07 0.07]
9199,387,1.5,misc,"no matter how many times i emailed him, he always treated me like my questions were dumb.",[0.16 0.01 0.03]
9199,387,1.5,instructional_effectiveness,"i'm a science major, so i took this class because i was required to.",[0.43 0.21 0.41]
9199,387,1.5,instructional_effectiveness,i tried to get help from everyone i could think of for his assignments but it never helped,[0.39 0.27 0.38]
9200,387,3.5,instructional_effectiveness,cuevas taught me how to write a college paper.,[0.47 0.18 0.34]
9200,387,3.5,instructional_effectiveness,"he was great with feedback, very funny, and really able to relate to the students.",[0.46 0.34 0.25]
9200,387,3.5,instructional_effectiveness,he gives you a chance to revise your worst paper and earn points back.,[0.34 0.27 0.26]
9200,387,3.5,fairness,"very fair grader, and really wants his students to do well.",[0.44 0.55 0.36]
9200,387,3.5,misc,would definitely recommend.,[0.07 0.01 0.08]
9201,387,4.5,instructional_effectiveness,great class with a great professor!!,[0.48 0.30 0.44]
9201,387,4.5,misc,would highly recommend,[0.11 0.02 0.11]
9202,387,4.5,misc,cuevas was awesome!,[0.08 0.08 0.03]
9202,387,4.5,instructional_effectiveness,he really helped expand my writing and improved critical reading and writing.,[0.46 0.20 0.20]
9202,387,4.5,instructional_effectiveness,he will answer any and all questions you have and even encourages you to email whenever you have a question outside of class.,[0.45 0.23 0.32]
9202,387,4.5,instructional_effectiveness,"he's pretty funny and nerdy too, and the essay topics are actually fun.",[0.44 0.24 0.27]
9202,387,4.5,instructional_effectiveness,overall a cool class.,[0.46 0.36 0.40]
9203,387,1.5,misc,just don't.,[0.01 0.02 0.04]
9203,387,1.5,misc,unless you're one of his favorites.,[-0.05 0.00 -0.07]
9203,387,1.5,instructional_effectiveness,it's like you think you understand the assignment you could even meet with him about your ideas and he'll be supportive,[0.36 0.21 0.31]
9203,387,1.5,fairness,and then you make a low grade because you apparently didn't give him what he wanted.,[0.27 0.46 0.27]
9204,387,3.0,instructional_effectiveness,the discussions are interesting.,[0.41 0.05 0.16]
9204,387,3.0,workload,"for papers always attend his office hours, take notes in class, and read the rubric 50 times over.",[0.46 0.42 0.53]
9204,387,3.0,misc,i went from 70s to an 98 and a comment on how much he liked my paper.,[0.24 0.22 0.16]
9205,387,4.5,instructional_effectiveness,he is definitely the best professor i have had in the english department.,[0.37 0.15 0.11]
9205,387,4.5,instructional_effectiveness,"he is very helpful, witty, and funny.",[0.36 0.07 0.07]
9205,387,4.5,instructional_effectiveness,his class to me is fairly easy as long as you read the assignment and follow his models for how you answer things.,[0.52 0.29 0.50]
9205,387,4.5,misc,he's also super easy to get along with and if you tell him something is not right he'll fix it.,[0.15 0.09 0.03]
9205,387,4.5,misc,take him if you can!,[-0.07 0.02 -0.02]
9206,387,5.0,instructional_effectiveness,"if you enjoy movies in any regard, this class is for you.",[0.42 0.19 0.32]
9206,387,5.0,instructional_effectiveness,mr cuevas is fantastically well rounded in the world of cinema and will enlighten even the biggest movie buff.,[0.32 0.09 0.06]
